location_name,lat,lon,area_cluster,is_beach,is_crowded,is_tourist_place,is_transit,hour,day_night,day_of_week,is_weekend,police_nearby,risk_harassment,risk_pickpocket,risk_scam,risk_bag_snatching,risk_theft,risk_extortion,risk_money_theft
Dambulla Cave,7.854038,80.650615,10,0,1,1,0,17,day,4,0,0,Low,Medium,Medium,Low,Low,Low,Low
Dambulla Cave,7.854698,80.646101,10,0,1,1,0,14,day,6,1,1,Low,Low,Medium,Low,Low,Low,Low
Kandy Station,7.288265,80.633382,2,0,1,0,1,19,night,5,1,1,Low,Medium,Low,Medium,Low,Low,Low
Mount Lavinia Station,6.834748,79.856803,9,1,1,1,1,13,day,6,1,0,Low,Medium,Low,High,Low,Low,Medium
Ahangama Beach,5.972923,80.367467,4,1,1,1,0,16,day,4,0,0,Medium,Low,Low,Low,Low,Low,Low
Galle Fort,6.033538,80.214393,3,0,1,1,0,11,day,5,1,1,Low,Low,Medium,Low,Low,Low,Low
Kuruduwaththa Station,6.918303,79.868586,1,0,1,0,1,11,day,6,1,0,Low,High,Low,High,Low,Low,Medium
Kaluthara Beach,6.583475,79.965696,4,1,1,1,0,12,day,0,0,0,Medium,Low,Low,Low,Low,Low,Low
Temple of Tooth,7.295757,80.636206,2,0,1,1,0,6,day,6,1,0,Low,Low,High,Low,Low,Low,Low
Dambulla Cave,7.858778,80.651617,10,0,1,1,0,14,day,6,1,0,Low,Medium,High,Low,Low,Low,Low
Haputale Railway Station,6.766006,80.964971,19,0,1,1,1,9,day,6,1,1,Low,Medium,Low,Medium,Low,Low,Low
Ella Station,6.869554,81.047681,8,0,1,1,1,7,day,1,0,1,Low,Low,Low,Medium,Low,Low,Low
Bentota Beach,6.42753,79.999518,4,1,1,1,0,4,night,5,1,0,High,Low,Low,Low,High,Medium,Low
Ella Station,6.868432,81.045714,8,0,1,1,1,11,day,5,1,0,Low,High,Low,High,Low,Low,Medium
Bentota Beach,6.424175,79.997478,4,1,1,1,0,17,day,6,1,0,High,Low,Low,Low,Medium,Low,Low
Galle Fort,6.033044,80.216686,3,0,1,1,0,5,night,1,0,0,Low,Low,High,Low,Low,Low,Low
Kandy Station,7.300065,80.638553,2,0,1,0,1,14,day,0,0,0,Low,Medium,Low,Medium,Low,Low,Medium
Negombo Beach,7.208879,79.834889,5,1,1,1,0,12,day,4,0,0,Medium,Low,Low,Low,Low,Low,Low
Kaluthara Beach,6.581833,79.96055,4,1,1,1,0,14,day,1,0,0,Medium,Low,Low,Low,Low,Low,Low
Sigiriya,7.954527,80.759802,10,0,1,1,0,14,day,2,0,0,Low,Medium,High,Low,Low,Low,Low
Kaluthara Beach,6.584692,79.959479,4,1,1,1,0,19,night,1,0,0,Medium,Low,Low,Low,Medium,Low,Low
Kaluthara Beach,6.583404,79.962866,4,1,1,1,0,14,day,1,0,0,Medium,Low,Low,Low,Low,Low,Low
Dambulla Cave,7.858716,80.649453,10,0,1,1,0,7,day,6,1,0,Low,Low,High,Low,Low,Low,Low
Hatton Railway Station,6.888717,80.598249,17,0,1,1,1,11,day,1,0,0,Low,High,Low,High,Low,Low,Medium
Haputale Railway Station,6.768637,80.966758,19,0,1,1,1,13,day,3,0,0,Low,Medium,Low,Medium,Low,Low,Medium
Sigiriya,7.957737,80.760575,10,0,1,1,0,11,day,2,0,0,Low,Low,High,Low,Low,Low,Low
Sigiriya,7.965166,80.758783,10,0,1,1,0,9,day,5,1,0,Low,Low,High,Low,Low,Low,Low
Dambulla Cave,7.850429,80.647789,10,0,1,1,0,6,day,1,0,0,Low,Low,High,Low,Low,Low,Low
Colombo Fort Station,6.934521,79.849828,1,0,1,0,1,10,day,2,0,1,Low,Low,Low,Medium,Low,Low,Low
Galle Fort,6.037082,80.215542,3,0,1,1,0,10,day,4,0,0,Low,Low,High,Low,Low,Low,Low
Colombo Fort Station,6.934883,79.849161,1,0,1,0,1,7,day,1,0,0,Low,High,Low,High,Low,Low,Medium
Bandarawela Railway Station,6.828863,80.985758,18,0,1,0,1,8,day,6,1,0,Low,High,Low,High,Low,Low,Medium
Galle Fort Market,6.028712,80.217424,3,0,1,1,0,20,night,4,0,0,Low,High,Low,Medium,Low,Low,Medium
Dambulla Cave,7.859471,80.645148,10,0,1,1,0,15,day,6,1,0,Low,Medium,High,Low,Low,Low,Low
Temple of Tooth,7.296406,80.637541,2,0,1,1,0,5,night,0,0,1,Low,Low,Medium,Low,Low,Low,Low
Galle Fort Market,6.027495,80.214424,3,0,1,1,0,10,day,5,1,0,Low,High,Low,Low,Low,Low,High
Hatton Railway Station,6.889281,80.597727,17,0,1,1,1,2,night,0,0,0,Low,Low,Low,Low,Medium,Low,Low
Unawatuna Beach,6.012857,80.249275,4,1,1,1,0,14,day,5,1,0,Medium,Low,Low,Low,Medium,Low,Low
Kollupitiya,6.915141,79.848434,1,0,1,1,0,5,night,6,1,0,Low,High,Low,Low,Low,Low,High
Pettah Station,6.937456,79.857903,1,0,1,0,1,7,day,1,0,1,Low,Low,Low,Medium,Low,Low,Low
Colombo Fort Station,6.935981,79.854122,1,0,1,0,1,17,day,6,1,0,Low,High,Low,High,Low,Low,Medium
Sigiriya,7.954434,80.756042,10,0,1,1,0,11,day,0,0,0,Low,Low,High,Low,Low,Low,Low
Colombo Fort Station,6.929807,79.84997,1,0,1,0,1,11,day,2,0,0,Low,High,Low,High,Low,Low,Medium
Negombo Beach,7.205718,79.83468,5,1,1,1,0,17,day,5,1,0,High,Low,Low,Low,Medium,Low,Low
Ella Station,6.86521,81.04264,8,0,1,1,1,6,day,5,1,0,Low,High,Low,High,Low,Low,Medium
Kuruduwaththa Station,6.918445,79.873976,1,0,1,0,1,13,day,6,1,0,Low,Medium,Low,High,Low,Low,Medium
Sigiriya,7.960953,80.763578,10,0,1,1,0,19,night,6,1,0,Low,Medium,High,Low,Low,Low,Low
Mirissa Beach,5.951691,80.459216,4,1,1,1,0,16,day,4,0,0,Medium,Low,Low,Low,Low,Low,Low
Unawatuna Beach,6.012142,80.248196,4,1,1,1,0,16,day,0,0,0,Medium,Low,Low,Low,Low,Low,Low
Colombo Fort Station,6.929128,79.84957,1,0,1,0,1,10,day,0,0,0,Low,High,Low,High,Low,Low,Medium
Bandarawela Railway Station,6.83469,80.979226,18,0,1,0,1,14,day,5,1,0,Low,Medium,Low,High,Low,Low,Medium
Pettah Market,6.939509,79.85749,1,0,1,1,0,22,night,0,0,0,Low,Low,Low,Low,Medium,Low,Low
Galle Fort,6.033048,80.214615,3,0,1,1,0,14,day,5,1,0,Low,Medium,High,Low,Low,Low,Low
Hatton Railway Station,6.889481,80.593496,17,0,1,1,1,18,night,1,0,0,Low,High,Low,High,Low,Low,Medium
Temple of Tooth,7.294781,80.636932,2,0,1,1,0,19,night,3,0,0,Low,Medium,Medium,Low,Low,Low,Low
Pettah Station,6.93913,79.855927,1,0,1,0,1,19,night,6,1,1,Low,Medium,Low,Medium,Low,Low,Low
Galle Fort,6.036935,80.217147,3,0,1,1,0,10,day,4,0,1,Low,Low,Medium,Low,Low,Low,Low
Pettah Market,6.941195,79.858707,1,0,1,1,0,14,day,0,0,0,Low,High,Low,High,Low,Low,High
Temple of Tooth,7.294378,80.648276,2,0,1,1,0,13,day,2,0,1,Low,Low,Medium,Low,Low,Low,Low
Negombo Beach,7.208456,79.8375,5,1,1,1,0,12,day,0,0,0,Medium,Low,Low,Low,Low,Low,Low
Kandy Station,7.295034,80.644339,2,0,1,0,1,9,day,5,1,1,Low,Medium,Low,Medium,Low,Low,Low
Bandarawela Railway Station,6.829197,80.985375,18,0,1,0,1,9,day,6,1,0,Low,High,Low,High,Low,Low,Medium
Ahangama Beach,5.978395,80.365501,4,1,1,1,0,0,night,4,0,1,Medium,Low,Low,Low,Low,Low,Low
Kandy Station,7.29313,80.633465,2,0,1,0,1,20,night,6,1,0,Low,High,Low,High,Low,Low,Medium
Nilaveli Beach,8.693686,81.189427,6,1,0,1,0,21,night,5,1,0,Medium,Low,Low,Low,Low,Low,Low
Pettah Market,6.946331,79.850096,1,0,1,1,0,10,day,1,0,0,Low,Medium,Low,Low,Low,Low,Medium
Nilaveli Beach,8.702193,81.184915,6,1,0,1,0,21,night,6,1,0,Medium,Low,Low,Low,Low,Low,Low
Mount Lavinia Station,6.847355,79.86324,9,1,1,1,1,13,day,5,1,0,Low,Medium,Low,High,Low,Low,Medium
Temple of Tooth,7.295297,80.636023,2,0,1,1,0,6,day,3,0,0,Low,Low,High,Low,Low,Low,Low
Haputale Railway Station,6.760477,80.966634,19,0,1,1,1,11,day,6,1,1,Low,Medium,Low,Medium,Low,Low,Low
Bandarawela Railway Station,6.82775,80.982435,18,0,1,0,1,12,day,6,1,0,Low,Medium,Low,High,Low,Low,Medium
Negombo Beach,7.208384,79.834528,5,1,1,1,0,18,night,3,0,0,Medium,Low,Low,Low,Medium,Low,Low
Ahungalla Beach,6.326794,80.027923,4,1,1,1,0,23,night,3,0,1,Medium,Low,Low,Low,Low,Low,Low
Ahangama Beach,5.975429,80.358634,4,1,1,1,0,16,day,6,1,0,Medium,Low,Low,Low,Medium,Low,Low
Bentota Beach,6.421824,80.000812,4,1,1,1,0,4,night,2,0,0,High,Low,Low,Low,High,Medium,Low
Haputale Railway Station,6.769367,80.963335,19,0,1,1,1,21,night,2,0,0,Low,Low,Low,Low,Medium,Low,Low
Negombo Beach,7.211886,79.837305,5,1,1,1,0,14,day,6,1,0,Medium,Low,Low,Low,Medium,Low,Low
Unawatuna Beach,6.012001,80.250305,4,1,1,1,0,12,day,0,0,0,Medium,Low,Low,Low,Low,Low,Low
Kandy City Centre,7.29892,80.636032,2,0,1,1,0,14,day,2,0,0,Low,High,Low,High,Low,Low,High
Kuruduwaththa Station,6.919179,79.869957,1,0,1,0,1,6,day,6,1,1,Low,Medium,Low,Medium,Low,Low,Low
Kollupitiya,6.915149,79.850293,1,0,1,1,0,18,night,5,1,0,Low,High,Low,Medium,Low,Low,High
Bentota Beach,6.427439,79.997887,4,1,1,1,0,22,night,1,0,0,High,Low,Low,Low,High,Medium,Low
Pettah Market,6.942602,79.852578,1,0,1,1,0,13,day,6,1,0,Low,High,Medium,High,Low,Low,High
Polonnaruwa,7.939748,81.015409,11,0,1,1,0,10,day,4,0,0,Low,Low,High,Low,Low,Low,Low
Kollupitiya,6.913456,79.847014,1,0,1,1,0,15,day,4,0,0,Low,High,Low,High,Low,Low,High
Kuruduwaththa Station,6.916095,79.864441,1,0,1,0,1,13,day,0,0,0,Low,Medium,Low,Medium,Low,Low,Medium
Temple of Tooth,7.296921,80.635235,2,0,1,1,0,19,night,6,1,0,Low,Medium,High,Low,Low,Low,Low
Unawatuna Beach,6.009693,80.250341,4,1,1,1,0,15,day,3,0,0,Medium,Low,Low,Low,Low,Low,Low
Colombo Fort Station,6.92746,79.848714,1,0,1,0,1,11,day,6,1,1,Low,Medium,Low,Medium,Low,Low,Low
Ahungalla Beach,6.33018,80.021582,4,1,1,1,0,13,day,0,0,0,Medium,Low,Low,Low,Low,Low,Low
Kuruduwaththa Station,6.920322,79.866764,1,0,1,0,1,20,night,2,0,0,Low,High,Low,High,Low,Low,Medium
Temple of Tooth,7.294673,80.639579,2,0,1,1,0,8,day,3,0,0,Low,Low,High,Low,Low,Low,Low
Unawatuna Beach,6.019607,80.24648,4,1,1,1,0,18,night,1,0,0,Medium,Low,Low,Low,Medium,Low,Low
Bentota Beach,6.427801,79.998574,4,1,1,1,0,13,day,5,1,0,Medium,Low,Low,Low,Medium,Low,Low
Negombo Beach,7.208494,79.833273,5,1,1,1,0,16,day,5,1,0,Medium,Low,Low,Low,Medium,Low,Low
Hatton Railway Station,6.894158,80.598772,17,0,1,1,1,6,day,6,1,0,Low,High,Low,High,Low,Low,Medium
Colombo Fort Station,6.928119,79.856068,1,0,1,0,1,10,day,5,1,0,Low,High,Low,High,Low,Low,Medium
Kandy City Centre,7.297176,80.636156,2,0,1,1,0,9,day,0,0,0,Low,Medium,Low,Low,Low,Low,Medium
Temple of Tooth,7.289792,80.643272,2,0,1,1,0,13,day,4,0,1,Low,Low,Medium,Low,Low,Low,Low
Mirissa Beach,5.943101,80.460397,4,1,1,1,0,19,night,2,0,0,Medium,Low,Low,Low,Medium,Low,Low
Ahangama Beach,5.969112,80.360545,4,1,1,1,0,12,day,6,1,0,Medium,Low,Low,Low,Medium,Low,Low
Hikkaduwa Beach,6.141039,80.105576,4,1,1,1,0,15,day,6,1,0,Medium,Low,Low,Low,Medium,Low,Low
Bentota Beach,6.425374,79.994762,4,1,1,1,0,15,day,6,1,0,Medium,Low,Low,Low,Medium,Low,Low
Pettah Market,6.937223,79.850864,1,0,1,1,0,17,day,0,0,0,Low,High,Low,Medium,Low,Low,Medium
Polonnaruwa,7.939483,81.022501,11,0,1,1,0,14,day,0,0,0,Low,Medium,High,Low,Low,Low,Low
Ahungalla Beach,6.32473,80.022319,4,1,1,1,0,21,night,6,1,0,High,Low,Low,Low,High,Medium,Low
Galle Fort Market,6.02437,80.216038,3,0,1,1,0,20,night,2,0,0,Low,High,Low,Medium,Low,Low,Medium
Bentota Beach,6.426769,79.99928,4,1,1,1,0,23,night,2,0,0,High,Low,Low,Low,High,Medium,Low
Kollupitiya,6.912385,79.848506,1,0,1,1,0,7,day,2,0,0,Low,Medium,Low,Low,Low,Low,Medium
Kuruduwaththa Station,6.916838,79.871283,1,0,1,0,1,11,day,2,0,1,Low,Low,Low,Medium,Low,Low,Low
Galle Fort,6.031812,80.221825,3,0,1,1,0,23,night,0,0,0,Low,Medium,Low,Low,Low,Low,Low
Bandarawela Railway Station,6.831903,80.989287,18,0,1,0,1,18,night,2,0,1,Low,Low,Low,Medium,Low,Low,Low
Bandarawela Railway Station,6.830829,80.981308,18,0,1,0,1,11,day,5,1,0,Low,High,Low,High,Low,Low,Medium
Pettah Market,6.943553,79.849262,1,0,1,1,0,7,day,6,1,0,Low,High,Low,Low,Low,Low,High
Pettah Market,6.935508,79.847266,1,0,1,1,0,14,day,0,0,0,Low,High,Low,High,Low,Low,High
Haputale Railway Station,6.767009,80.967148,19,0,1,1,1,2,night,2,0,0,Low,Low,Low,Low,Medium,Low,Low
Kandy Station,7.288667,80.637409,2,0,1,0,1,20,night,5,1,1,Low,Medium,Low,Medium,Low,Low,Low
Sigiriya,7.958503,80.759973,10,0,1,1,0,12,day,0,0,0,Low,Medium,High,Low,Low,Low,Low
Kollupitiya,6.910105,79.853451,1,0,1,1,0,18,night,3,0,0,Low,High,Low,Medium,Low,Low,Medium
Ahungalla Beach,6.32512,80.021529,4,1,1,1,0,17,day,2,0,0,Medium,Low,Low,Low,Medium,Low,Low
Bandarawela Railway Station,6.834292,80.98574,18,0,1,0,1,17,day,0,0,0,Low,High,Low,High,Low,Low,Medium
Kuruduwaththa Station,6.922064,79.868161,1,0,1,0,1,18,night,3,0,1,Low,Low,Low,Medium,Low,Low,Low
Kuruduwaththa Station,6.92096,79.865779,1,0,1,0,1,14,day,0,0,0,Low,Medium,Low,Medium,Low,Low,Medium
Colombo Fort Station,6.931114,79.849167,1,0,1,0,1,11,day,1,0,1,Low,Low,Low,Medium,Low,Low,Low
Hikkaduwa Beach,6.13982,80.103674,4,1,1,1,0,13,day,5,1,0,Medium,Low,Low,Low,Medium,Low,Low
Galle Fort,6.033048,80.21691,3,0,1,1,0,13,day,3,0,1,Low,Low,Medium,Low,Low,Low,Low
Kandy Station,7.291667,80.638065,2,0,1,0,1,15,day,3,0,0,Low,Medium,Low,Medium,Low,Low,Medium
Kuruduwaththa Station,6.918549,79.872525,1,0,1,0,1,11,day,3,0,0,Low,High,Low,High,Low,Low,Medium
Kandy Station,7.292219,80.634575,2,0,1,0,1,20,night,4,0,1,Low,Low,Low,Medium,Low,Low,Low
Kuruduwaththa Station,6.921514,79.87188,1,0,1,0,1,10,day,3,0,0,Low,High,Low,High,Low,Low,Medium
Negombo Beach,7.212747,79.836431,5,1,1,1,0,21,night,5,1,1,Medium,Low,Low,Low,Low,Low,Low
Kollupitiya,6.914219,79.857503,1,0,1,1,0,4,night,6,1,0,Low,Medium,Low,Low,Medium,Low,Low
Kuruduwaththa Station,6.925068,79.87501,1,0,1,0,1,11,day,6,1,0,Low,High,Low,High,Low,Low,Medium
Unawatuna Beach,6.009704,80.244686,4,1,1,1,0,13,day,5,1,0,Medium,Low,Low,Low,Medium,Low,Low
Mirissa Beach,5.946509,80.453947,4,1,1,1,0,19,night,4,0,0,Medium,Low,Low,Low,Medium,Low,Low
Dambulla Cave,7.856612,80.650625,10,0,1,1,0,12,day,0,0,0,Low,Medium,High,Low,Low,Low,Low
Unawatuna Beach,6.008926,80.251941,4,1,1,1,0,19,night,6,1,0,High,Low,Low,Low,Medium,Low,Low
Kuruduwaththa Station,6.917996,79.87058,1,0,1,0,1,12,day,1,0,0,Low,Medium,Low,Medium,Low,Low,Medium
Haputale Railway Station,6.772401,80.969769,19,0,1,1,1,13,day,5,1,0,Low,Medium,Low,High,Low,Low,Medium
Dambulla Cave,7.854438,80.649448,10,0,1,1,0,10,day,4,0,0,Low,Low,High,Low,Low,Low,Low
Galle Fort Market,6.030128,80.21587,3,0,1,1,0,1,night,1,0,0,Low,Low,Low,Low,Medium,Low,Low
Pettah Station,6.938858,79.857911,1,0,1,0,1,16,day,6,1,0,Low,Medium,Low,High,Low,Low,Medium
Unawatuna Beach,6.012779,80.255,4,1,1,1,0,20,night,1,0,0,Medium,Low,Low,Low,Medium,Low,Low
Haputale Railway Station,6.771848,80.966407,19,0,1,1,1,19,night,5,1,0,Low,High,Low,High,Low,Low,Medium
Hatton Railway Station,6.889267,80.5986,17,0,1,1,1,21,night,1,0,0,Low,Low,Low,Low,Medium,Low,Low
Kandy City Centre,7.296259,80.636121,2,0,1,1,0,12,day,3,0,0,Low,High,Low,High,Low,Low,High
Polonnaruwa,7.939907,81.022185,11,0,1,1,0,9,day,1,0,0,Low,Low,High,Low,Low,Low,Low
Ahangama Beach,5.973436,80.360533,4,1,1,1,0,23,night,5,1,1,Medium,Low,Low,Low,Low,Low,Low
Kollupitiya,6.916782,79.85215,1,0,1,1,0,8,day,6,1,0,Low,High,Low,Low,Low,Low,High
Haputale Railway Station,6.764777,80.975173,19,0,1,1,1,12,day,1,0,0,Low,Medium,Low,Medium,Low,Low,Medium
Hatton Railway Station,6.890007,80.593018,17,0,1,1,1,11,day,5,1,0,Low,High,Low,High,Low,Low,Medium
Kandy City Centre,7.290096,80.637295,2,0,1,1,0,9,day,4,0,0,Low,Medium,Low,Low,Low,Low,Medium
Hatton Railway Station,6.892695,80.594359,17,0,1,1,1,13,day,5,1,0,Low,Medium,Low,High,Low,Low,Medium
Galkissa Beach,6.840485,79.867138,9,1,1,1,0,1,night,3,0,0,High,Low,Low,Low,High,Medium,Low
Kaluthara Beach,6.588321,79.961596,4,1,1,1,0,15,day,3,0,0,Medium,Low,Low,Low,Low,Low,Low
Mount Lavinia Station,6.839498,79.870466,9,1,1,1,1,9,day,1,0,0,Low,High,Low,High,Low,Low,Medium
Galkissa Beach,6.839456,79.861656,9,1,1,1,0,12,day,2,0,0,Medium,Low,Low,Low,Low,Low,Low
Mount Lavinia Station,6.841208,79.865142,9,1,1,1,1,14,day,0,0,0,Low,Medium,Low,Medium,Low,Low,Medium
Ella Station,6.869769,81.045529,8,0,1,1,1,9,day,0,0,1,Low,Low,Low,Medium,Low,Low,Low
Ahungalla Beach,6.328438,80.027336,4,1,1,1,0,13,day,0,0,0,Medium,Low,Low,Low,Low,Low,Low
Kuruduwaththa Station,6.919864,79.866301,1,0,1,0,1,10,day,5,1,0,Low,High,Low,High,Low,Low,Medium
Mount Lavinia Station,6.840213,79.862173,9,1,1,1,1,9,day,6,1,1,Low,Medium,Low,Medium,Low,Low,Low
Negombo Beach,7.207244,79.83836,5,1,1,1,0,17,day,0,0,0,Medium,Low,Low,Low,Medium,Low,Low
Temple of Tooth,7.293888,80.64265,2,0,1,1,0,9,day,2,0,0,Low,Low,High,Low,Low,Low,Low
Kaluthara Beach,6.586015,79.95583,4,1,1,1,0,12,day,5,1,0,Medium,Low,Low,Low,Medium,Low,Low
Kaluthara Beach,6.586772,79.966995,4,1,1,1,0,21,night,3,0,0,High,Low,Low,Low,High,Medium,Low
Pettah Market,6.934623,79.84628,1,0,1,1,0,15,day,6,1,0,Low,High,Medium,High,Low,Low,High
Mirissa Beach,5.939394,80.460352,4,1,1,1,0,14,day,0,0,0,Medium,Low,Low,Low,Low,Low,Low
Mount Lavinia Station,6.839009,79.860277,9,1,1,1,1,15,day,0,0,0,Low,Medium,Low,Medium,Low,Low,Medium
Kollupitiya,6.915775,79.84641,1,0,1,1,0,11,day,3,0,0,Low,Medium,Low,Low,Low,Low,Medium
Sigiriya,7.959063,80.758064,10,0,1,1,0,12,day,4,0,0,Low,Medium,High,Low,Low,Low,Low
Sigiriya,7.954136,80.758004,10,0,1,1,0,6,day,5,1,0,Low,Low,High,Low,Low,Low,Low
Haputale Railway Station,6.768537,80.963764,19,0,1,1,1,11,day,3,0,0,Low,High,Low,High,Low,Low,Medium
Haputale Railway Station,6.760029,80.965146,19,0,1,1,1,6,day,2,0,1,Low,Low,Low,Medium,Low,Low,Low
Polonnaruwa,7.94403,81.022484,11,0,1,1,0,9,day,3,0,0,Low,Low,High,Low,Low,Low,Low
Galle Fort Market,6.032713,80.21376,3,0,1,1,0,13,day,2,0,0,Low,High,Low,High,Low,Low,High
Ahangama Beach,5.966802,80.362248,4,1,1,1,0,20,night,3,0,0,Medium,Low,Low,Low,Medium,Low,Low
Unawatuna Beach,6.006087,80.252945,4,1,1,1,0,18,night,0,0,0,Medium,Low,Low,Low,Medium,Low,Low
Kandy City Centre,7.293444,80.64098,2,0,1,1,0,10,day,1,0,0,Low,Medium,Low,Low,Low,Low,Medium
Temple of Tooth,7.295317,80.64084,2,0,1,1,0,14,day,6,1,1,Low,Low,Medium,Low,Low,Low,Low
Galkissa Beach,6.842738,79.862003,9,1,1,1,0,13,day,6,1,0,Medium,Low,Low,Low,Medium,Low,Low
Pettah Station,6.943043,79.85621,1,0,1,0,1,9,day,1,0,1,Low,Low,Low,Medium,Low,Low,Low
Bandarawela Railway Station,6.831403,80.981167,18,0,1,0,1,18,night,5,1,1,Low,Medium,Low,Medium,Low,Low,Low
Ahangama Beach,5.973231,80.365108,4,1,1,1,0,15,day,3,0,0,Medium,Low,Low,Low,Low,Low,Low
Bentota Beach,6.430104,79.996078,4,1,1,1,0,16,day,5,1,0,Medium,Low,Low,Low,Medium,Low,Low
Kuruduwaththa Station,6.921014,79.868223,1,0,1,0,1,12,day,6,1,0,Low,Medium,Low,High,Low,Low,Medium
Bandarawela Railway Station,6.828405,80.99067,18,0,1,0,1,0,night,0,0,0,Low,Low,Low,Low,Medium,Low,Low
Bandarawela Railway Station,6.837374,80.986979,18,0,1,0,1,11,day,5,1,1,Low,Medium,Low,Medium,Low,Low,Low
Galle Fort Market,6.026509,80.216823,3,0,1,1,0,8,day,6,1,0,Low,High,Low,Low,Low,Low,High
Galle Fort,6.034413,80.217719,3,0,1,1,0,6,day,6,1,1,Low,Low,Medium,Low,Low,Low,Low
Colombo Fort Station,6.930005,79.851556,1,0,1,0,1,13,day,6,1,0,Low,Medium,Low,High,Low,Low,Medium
Hatton Railway Station,6.891058,80.600011,17,0,1,1,1,9,day,3,0,0,Low,High,Low,High,Low,Low,Medium
Sigiriya,7.96032,80.757189,10,0,1,1,0,22,night,3,0,0,Low,Medium,Low,Low,Low,Low,Low
Kollupitiya,6.921236,79.850583,1,0,1,1,0,19,night,3,0,0,Low,High,Low,Medium,Low,Low,Medium
Polonnaruwa,7.934403,81.017039,11,0,1,1,0,11,day,2,0,0,Low,Low,High,Low,Low,Low,Low
Galle Fort Market,6.031361,80.219152,3,0,1,1,0,16,day,5,1,0,Low,High,Medium,High,Low,Low,High
Ahangama Beach,5.974624,80.367801,4,1,1,1,0,19,night,4,0,0,Medium,Low,Low,Low,Medium,Low,Low
Temple of Tooth,7.293948,80.643267,2,0,1,1,0,14,day,3,0,1,Low,Low,Medium,Low,Low,Low,Low
Temple of Tooth,7.29434,80.640281,2,0,1,1,0,16,day,2,0,1,Low,Low,Medium,Low,Low,Low,Low
Ella Station,6.871346,81.047061,8,0,1,1,1,13,day,6,1,0,Low,Medium,Low,High,Low,Low,Medium
Pettah Market,6.940293,79.853679,1,0,1,1,0,13,day,6,1,0,Low,High,Medium,High,Low,Low,High
Hikkaduwa Beach,6.138114,80.106489,4,1,1,1,0,12,day,4,0,0,Medium,Low,Low,Low,Low,Low,Low
Pettah Station,6.940942,79.852381,1,0,1,0,1,7,day,3,0,0,Low,High,Low,High,Low,Low,Medium
Hatton Railway Station,6.894167,80.594989,17,0,1,1,1,9,day,6,1,0,Low,High,Low,High,Low,Low,Medium
Polonnaruwa,7.937852,81.014435,11,0,1,1,0,6,day,5,1,1,Low,Low,Medium,Low,Low,Low,Low
Colombo Fort Station,6.938606,79.850104,1,0,1,0,1,9,day,2,0,0,Low,High,Low,High,Low,Low,Medium
Kuruduwaththa Station,6.918547,79.869862,1,0,1,0,1,19,night,0,0,1,Low,Low,Low,Medium,Low,Low,Low
Mount Lavinia Station,6.84075,79.86735,9,1,1,1,1,10,day,6,1,0,Low,High,Low,High,Low,Low,Medium
Kollupitiya,6.914891,79.848885,1,0,1,1,0,13,day,1,0,0,Low,High,Low,High,Low,Low,High
Colombo Fort Station,6.938677,79.847349,1,0,1,0,1,16,day,0,0,0,Low,Medium,Low,Medium,Low,Low,Medium
Kandy City Centre,7.291581,80.635188,2,0,1,1,0,4,night,1,0,0,Low,Low,Low,Low,Medium,Low,Low
Kandy Station,7.295074,80.636345,2,0,1,0,1,9,day,0,0,1,Low,Low,Low,Medium,Low,Low,Low
Dambulla Cave,7.856214,80.649615,10,0,1,1,0,13,day,0,0,0,Low,Medium,High,Low,Low,Low,Low
Ella Station,6.865556,81.042139,8,0,1,1,1,8,day,6,1,1,Low,Medium,Low,Medium,Low,Low,Low
Sigiriya,7.956429,80.75607,10,0,1,1,0,14,day,5,1,0,Low,Medium,High,Low,Low,Low,Low
Unawatuna Beach,6.013692,80.248784,4,1,1,1,0,13,day,3,0,0,Medium,Low,Low,Low,Low,Low,Low
Sigiriya,7.956831,80.763536,10,0,1,1,0,6,day,0,0,0,Low,Low,High,Low,Low,Low,Low
Kollupitiya,6.906562,79.849552,1,0,1,1,0,11,day,1,0,0,Low,Medium,Low,Low,Low,Low,Medium
Kandy City Centre,7.292702,80.638188,2,0,1,1,0,5,night,3,0,0,Low,Medium,Low,Low,Low,Low,Medium
Kollupitiya,6.914737,79.84641,1,0,1,1,0,17,day,3,0,0,Low,High,Low,Medium,Low,Low,Medium
Galkissa Beach,6.844398,79.865203,9,1,1,1,0,15,day,4,0,0,Medium,Low,Low,Low,Low,Low,Low
Galle Fort,6.034362,80.215817,3,0,1,1,0,13,day,1,0,0,Low,Medium,High,Low,Low,Low,Low
Bentota Beach,6.428488,79.993805,4,1,1,1,0,4,night,6,1,0,High,Low,Low,Low,High,Medium,Low
Polonnaruwa,7.938032,81.019881,11,0,1,1,0,6,day,3,0,0,Low,Low,High,Low,Low,Low,Low
Hatton Railway Station,6.895698,80.600287,17,0,1,1,1,8,day,0,0,1,Low,Low,Low,Medium,Low,Low,Low
Haputale Railway Station,6.774614,80.967606,19,0,1,1,1,10,day,3,0,1,Low,Low,Low,Medium,Low,Low,Low
Nilaveli Beach,8.699526,81.184225,6,1,0,1,0,21,night,0,0,0,Medium,Low,Low,Low,Low,Low,Low
Colombo Fort Station,6.931199,79.850419,1,0,1,0,1,19,night,4,0,0,Low,High,Low,High,Low,Low,Medium
Pettah Market,6.938413,79.856025,1,0,1,1,0,7,day,3,0,0,Low,Medium,Low,Low,Low,Low,Medium
